sub	sup	status	for	against
vice-chancellor	physical-object	single	wordnet	
vice-chancellor	president.person	single	isco	
vice-chancellor	property	single	sumo	
vice-chancellor	worker	single	isco	
vintner	adviser	single	isco	
vintner	agent	single	wordnet	
vintner	analyst.person	single	isco	
vintner	architect	single	isco	
vintner	artist	single	isco	
vintner	attribute	single	sumo	
vintner	copywriter	single	isco	
vintner	developer	single	isco	
vintner	educator	single	isco	
vintner	engineer	single	isco	
vintner	epidemiologist	single	isco	
vintner	expert	single	isco	
vintner	hearer	single	isco	
vintner	immunologist	single	isco	
vintner	maker	single	wordnet	
vintner	organism	single	wordnet	
vintner	person	single	wordnet	
vintner	physical-object	single	wordnet	
vintner	practitioner	single	isco	
vintner	professional	single	isco	
vintner	property	single	sumo	
vintner	research-worker	single	isco	
vintner	scientist	single	isco	
vintner	security-consultant	single	isco	
vintner	specialist	single	isco	
vintner	surveyor	single	isco	
vintner	systems-analyst	single	isco	
vintner	worker	single	isco	
vintner	writer	single	isco	
violin-maker	agent	accepted	sumo wordnet	
violin-maker	animal	single	sumo	
violin-maker	beater	single	isco	
violin-maker	blaster	single	isco	
violin-maker	body	single	sumo	
violin-maker	bodybuilder	single	isco	
violin-maker	builder	single	isco	
violin-maker	cabinetmaker	single	isco	
violin-maker	caster.person	single	isco	
violin-maker	closer	single	isco	
violin-maker	compositor	single	isco	
violin-maker	craftsman	single	isco	
violin-maker	engraver	single	isco	
violin-maker	etcher	single	isco	
violin-maker	fitter	single	isco	
violin-maker	glassworker	single	isco	
violin-maker	grader	single	isco	
violin-maker	human	single	sumo	
violin-maker	ironworker	single	isco	
violin-maker	machinist	single	isco	
violin-maker	maker	accepted	isco wordnet	
violin-maker	mammal	single	sumo	
violin-maker	mender	single	isco	
violin-maker	mounter	single	isco	
violin-maker	organism	accepted	sumo wordnet	
violin-maker	painter	single	isco	
violin-maker	patternmaker	single	isco	
violin-maker	person	accepted	sumo wordnet	
violin-maker	phenomenon	single	sumo	
violin-maker	physical-object	accepted	sumo wordnet	
violin-maker	populace	single	sumo	
violin-maker	refinisher	single	isco	
violin-maker	rigger	single	isco	
violin-maker	self	single	sumo	
violin-maker	sewer	single	isco	
violin-maker	shipwright	single	isco	
violin-maker	smith	single	isco	
violin-maker	species	single	sumo	
violin-maker	spinster	single	isco	
violin-maker	splitter	single	isco	
violin-maker	sprayer	single	isco	
violin-maker	stamper	single	isco	
violin-maker	stonecutter	single	isco	
violin-maker	transferer	single	isco	
violin-maker	tuner	single	isco	
violin-maker	turner	single	isco	
violin-maker	universe	single	sumo	
violin-maker	varnisher	single	isco	
violin-maker	vertebrate	single	sumo	
violin-maker	weaver	single	isco	
violin-maker	welder	single	isco	
violin-maker	woodcarver	single	isco	
violin-maker	worker	single	isco	
violinist	adviser	single	isco	
violinist	agent	single	wordnet	
violinist	analyst.person	single	isco	
violinist	architect	single	isco	
violinist	artist	accepted	isco opencyc wikidata	
violinist	copywriter	single	isco	
violinist	developer	single	isco	
violinist	editor	single	isco	
violinist	educator	single	isco	
